EG(+)		EG(-)		EG(+)& St(+)		EG(+)& St(-)		EG(-)& St(+)		EG(-)& St(-)	
4782	CR	CDS	1139203	1140339	-	+	-953557	+	
4784	CR	CDS	1303863	1306523	-	-	-787373	+	
4786	CR	CDS	1140354	1141919	-	+	-951977	+	
4788	CR	CDS	1306823	1307281	+	+	-787073	+	
4790	CR	CDS	1142571	1144208	+	+	-951325	+	
4792	CR	CDS	1307437	1307904	-	-	-785992	+	
4794	CR	ND	1144501	1145035	-	-	-948861	+	
4796	CR	CDS	1307775	1308878	-	-	-785018	+	
4798	CR	CDS	1145211	1145978	-	-	-947918	+	
4800	CR	CDS	1309144	1311051	+	-	-784752	+	
4802	CR	CDS	1145988	1146704	-	-	-947192	+	
4804	CR	CDS	1311102	1312286	+	-	-782794	+	
4806	CR	CDS	1146688	1147461	-	-	-946435	+	
4808	CR	CDS	1312365	1313618	-	-	-780278	+	
4810	CR	CDS	1147762	1149036	-	-	-944860	+	
4812	CR	CDS	1313639	1314301	-	-	-779595	+	
4814	CR	CDS	1149047	1149304	-	-	-944592	+	
4816	CR	CDS	1314399	1315199	+	-	-779497	+	
4818	CR	CDS	1149325	1149642	-	-	-944254	+	
4820	CR	CDS	1315231	1316427	-	+	-777469	+	
4822	CR	CDS	1149653	1150297	-	-	-943599	+	
4824	CR	CDS	1316429	1317127	-	+	-776769	+	
4826	CR	CDS	1150327	1150830	-	-	-943066	+	
4828	CR	CDS	1317218	1317838	-	-	-776058	+	
4830	CR	CDS	1150841	1151626	-	-	-942270	+	
4832	CR	CDS	1318036	1320306	+	-	-775860	+	
4834	CR	CDS	1151623	1152417	-	-	-941479	+	
4836	CR	CDS	1320516	1322459	+	-	-773380	+	
4838	CR	CDS	1152847	1153494	-	-	-940402	+	
4840	CR	CDS	1322490	1324529	-	+	-769367	+	
4842	CR	CDS	1153743	1154381	+	-	-940153	+	
4844	CR	tRNA	1324965	1325040	+	-	-768931	+	
4846	CR	CDS	1154386	1155051	+	-	-939510	+	
4848	CR	CDS	1325143	1326111	-	-	-767785	+	
4850	CR	CDS	1155109	1155849	+	-	-938787	+	
4852	CR	CDS	1326114	1326734	-	-	-767162	+	
4854	CR	CDS	1155891	1156094	+	-	-938005	+	
4856	CR	CDS	1327059	1327364	+	-	-766837	+	
4858	CR	CDS	1156091	1156612	+	+	-937805	+	
4860	CR	CDS	1327375	1327698	+	-	-766521	+	
4862	CR	CDS	1156609	1158555	+	+	-937287	+	
4864	CR	CDS	1327861	1329531	+	-	-766035	+	
4866	CR	CDS	1158694	1159239	+	-	-935202	+	
4868	CR	CDS	1329551	1329934	+	-	-764345	+	
4870	CR	CDS	1159239	1159700	+	+	-934657	+	
4872	CR	CDS	1329939	1331000	+	-	-763957	+	
4874	CR	CDS	1159701	1160618	+	-	-934195	+	
4876	CR	CDS	1331223	1331447	+	-	-762673	+	
4878	CR	CDS	1161103	1161237	+	-	-932793	+	
4880	CR	CDS	1331444	1331908	+	-	-762452	+	
4882	CR	CDS	1161239	1161547	+	-	-932657	+	
4884	CR	CDS	1332180	1335620	+	+	-761716	+	
4886	CR	CDS	1161552	1163564	-	+	-930332	+	
4888	CR	CDS	1335673	1337073	-	-	-756823	+	
4890	CR	CDS	1163676	1164662	-	-	-929234	+	
4892	CR	CDS	1337267	1338157	+	+	-756629	+	
4894	CR	CDS	1164815	1165633	+	+	-929081	+	
4896	CR	CDS	1338150	1339463	+	-	-755746	+	
4898	CR	CDS	1165732	1166682	+	-	-928164	+	
4900	CR	CDS	1339751	1340431	-	-	-753465	+	
4902	CR	CDS	1167406	1168629	+	-	-926490	+	
4904	CR	CDS	1340589	1341665	+	-	-753307	+	
4906	CR	CDS	1168738	1169778	-	+	-924118	+	
4908	CR	CDS	1341719	1344361	-	-	-749535	+	
4910	CR	CDS	1169854	1171017	-	-	-922879	+	
4912	CR	CDS	1344944	1346707	-	-	-747189	+	
4914	CR	CDS	1171129	1172535	-	+	-921361	+	
4916	CR	CDS	1346844	1347230	-	-	-746666	+	
4918	CR	ND	1172537	1173709	-	-	-920187	+	
4920	CR	CDS	1347455	1347634	+	-	-746441	+	
4922	CR	CDS	1173984	1175111	-	-	-918785	+	
4924	CR	CDS	1347628	1347744	+	-	-746268	+	
4926	CR	CDS	1175115	1176626	-	-	-917270	+	
4928	CR	ND	1347741	1348478	+	-	-746155	+	
4930	CR	CDS	1176677	1177675	-	-	-916221	+	
4932	CR	CDS	1348468	1349259	+	-	-745428	+	
4934	CR	CDS	1177909	1179228	+	-	-915987	+	
4936	CR	CDS	1349256	1350062	+	-	-744640	+	
4938	CR	CDS	1179231	1180766	+	-	-914665	+	
4940	CR	CDS	1350114	1350830	+	-	-743782	+	
4942	CR	CDS	1180817	1181743	-	-	-912153	+	
4944	CR	CDS	1350886	1351746	-	+	-742150	+	
4946	CR	CDS	1181796	1182299	-	-	-911597	+	
4948	CR	CDS	1351859	1353907	-	+	-739989	+	
4950	CR	CDS	1182410	1183081	+	-	-911486	+	
4952	CR	CDS	1354058	1355170	+	-	-739838	+	
4954	CR	CDS	1183115	1184644	-	+	-909252	+	
4956	CR	CDS	1355217	1355879	-	-	-738017	+	
4958	CR	CDS	1184759	1185376	-	-	-908520	+	
4960	CR	CDS	1355984	1356670	+	-	-737912	+	
4962	CR	CDS	1185469	1186347	+	+	-908427	+	
4964	CR	ND	1356988	1357482	+	-	-736908	+	
4966	CR	CDS	1186387	1187385	-	-	-906511	+	
4968	CR	tmRNA	1357566	1357931	-	-	-735965	+	
4970	CR	CDS	1187382	1188353	-	-	-905543	+	
4972	CR	tRNA	1358358	1358434	+	-	-735538	+	
4974	CR	CDS	1188363	1189298	-	-	-904598	+	
4976	CR	CDS	1358656	1359111	+	-	-735240	+	
4978	CR	CDS	1189308	1190228	-	-	-903668	+	
4980	CR	CDS	1359128	1360615	+	-	-734768	+	
4982	CR	CDS	1190309	1191934	-	-	-901962	+	
4984	CR	CDS	1360627	1363116	+	-	-733269	+	
4986	CR	CDS	1192230	1193183	+	-	-901666	+	
4988	CR	CDS	1363195	1366362	-	+	-727534	+	
4990	CR	ND	1194246	1195848	+	-	-899650	+	
4992	CR	CDS	1366454	1367833	-	-	-726063	+	
4994	CR	CDS	1196050	1196505	+	-	-897846	+	
4996	CR	CDS	1367826	1369556	-	+	-724340	+	
4998	CR	CDS	1196536	1197501	+	-	-897360	+	
5000	CR	CDS	1369672	1370058	+	-	-724224	+	
5002	CR	CDS	1197504	1197827	+	+	-896392	+	
5004	CR	CDS	1370058	1370996	+	+	-723838	+	
5006	CR	CDS	1197840	1199672	+	-	-896056	+	
5008	CR	CDS	1371056	1372189	+	-	-722840	+	
5010	CR	CDS	1199682	1201148	+	-	-894214	+	
5012	CR	CDS	1372222	1373061	-	+	-720835	+	
5014	CR	CDS	1201162	1202535	+	-	-892734	+	
5016	CR	CDS	1373188	1373973	-	-	-719923	+	
5018	CR	CDS	1202529	1203611	+	-	-891367	+	
5020	CR	CDS	1373964	1374344	-	-	-719552	+	
5022	CR	CDS	1203734	1205047	+	+	-890162	+	
5024	CR	CDS	1374341	1375534	-	-	-718362	+	
5026	CR	CDS	1205069	1206253	+	-	-888827	+	
5028	CR	CDS	1375488	1376003	-	-	-717893	+	
5030	CR	CDS	1206265	1207320	+	+	-887631	+	
5032	CR	CDS	1376139	1376561	+	-	-717757	+	
5034	CR	CDS	1207458	1208885	+	+	-886438	+	
5036	CR	CDS	1376580	1377275	+	-	-717316	+	
5038	CR	CDS	1208957	1209877	+	+	-884939	+	
5040	CR	ND	1377368	1378752	+	-	-716528	+	
5042	CR	CDS	1209877	1210641	+	+	-884019	+	
5044	CR	CDS	1378846	1380789	+	-	-715050	+	
5046	CR	CDS	1210660	1211937	+	+	-883236	+	
5048	CR	CDS	1380817	1381506	-	-	-712390	+	
5050	CR	CDS	1212021	1213286	+	+	-881875	+	
5052	CR	CDS	1381582	1382985	-	-	-710911	+	
5054	CR	CDS	1213325	1214242	+	-	-880571	+	
5056	CR	CDS	1383211	1383684	+	-	-710685	+	
5058	CR	CDS	1214369	1215526	+	+	-879527	+	
5060	CR	CDS	1383688	1384122	+	-	-710208	+	
5062	CR	CDS	1215571	1216428	-	-	-877468	+	
5064	CR	CDS	1384139	1385176	+	-	-709757	+	
5066	CR	CDS	1216446	1216940	-	+	-876956	+	
5068	CR	CDS	1385173	1385664	+	+	-708723	+	
5070	CR	CDS	1216943	1217668	-	-	-876228	+	
5072	CR	CDS	1385661	1386293	+	-	-708235	+	
5074	CR	CDS	1217672	1218190	-	-	-875706	+	
5076	CR	CDS	1386310	1387122	+	+	-707586	+	
5078	CR	CDS	1218171	1218785	-	-	-875111	+	
5080	CR	CDS	1387117	1387365	-	-	-706531	+	
5082	CR	CDS	1218836	1219372	-	-	-874524	+	
5084	CR	CDS	1387390	1388151	+	-	-706506	+	
5086	CR	CDS	1219461	1220816	+	+	-874435	+	
5088	CR	CDS	1388300	1389289	+	+	-705596	+	
5090	CR	CDS	1221027	1221566	+	-	-872869	+	
5092	CR	CDS	1389323	1391710	+	+	-704573	+	
5094	CR	CDS	1221872	1223194	+	-	-872024	+	
5096	CR	CDS	1391712	1392002	+	+	-702184	+	
5098	CR	CDS	1223294	1223761	-	-	-870135	+	
5100	CR	CDS	1392055	1392540	+	+	-701841	+	
5102	CR	miscRNA	1223883	1223996	+	-	-870013	+	
5104	CR	CDS	1392718	1393023	+	-	-701178	+	
5106	CR	CDS	1224009	1225739	-	-	-868157	+	
5108	CR	CDS	1393010	1393996	+	-	-700886	+	
5110	CR	CDS	1225739	1227499	-	-	-866397	+	
5112	CR	CDS	1394078	1394893	+	-	-699818	+	
5114	CR	CDS	1227571	1228527	-	-	-865369	+	
5116	CR	CDS	1395026	1395568	+	+	-698870	+	
5118	CR	CDS	1228601	1229459	-	-	-864437	+	
5120	CR	CDS	1395779	1395976	+	+	-698117	+	
5122	CR	CDS	1229539	1230510	-	+	-863386	+	
5124	CR	CDS	1396043	1396396	+	+	-697853	+	
5126	CR	CDS	1230507	1230923	-	-	-862973	+	
5128	CR	CDS	1396509	1400144	+	+	-697387	+	
5130	CR	CDS	1231372	1231845	-	-	-862051	+	
5132	CR	CDS	1400144	1402066	+	-	-693752	+	
5134	CR	CDS	1231849	1234932	-	-	-858964	+	
5136	CR	CDS	1402135	1402581	-	-	-691315	+	
5138	CR	CDS	1235301	1236362	+	-	-858595	+	
5140	CR	CDS	1402678	1404483	+	-	-691218	+	
5142	CR	CDS	1236513	1236836	+	-	-857383	+	
5144	CR	CDS	1404652	1405185	+	+	-689244	+	
5146	CR	CDS	1236913	1238013	-	-	-855883	+	
5148	CR	CDS	1405419	1406147	+	-	-688477	+	
5150	CR	CDS	1238101	1239189	-	-	-854707	+	
5152	CR	CDS	1406144	1406281	+	-	-687752	+	
5154	CR	CDS	1239380	1239724	+	-	-854516	+	
5156	CR	CDS	1406417	1406686	+	-	-687479	+	
5158	CR	ND	1239765	1241317	-	-	-852579	+	
5160	CR	ND	1406758	1407406	-	-	-686490	+	
5162	CR	CDS	1241359	1241940	+	+	-852537	+	
5164	CR	CDS	1407458	1408897	-	+	-684999	+	
5166	CR	CDS	1409061	1409537	+	-	-684835	+	
5168	CR	CDS	1242025	1243179	+	-	-851871	+	
5170	CR	CDS	1409576	1409875	-	-	-684021	+	
5172	CR	CDS	1243518	1243988	+	+	-850378	+	
5174	CR	CDS	1410002	1410631	+	+	-683894	+	
5176	CR	CDS	1244067	1244552	+	-	-849829	+	
5178	CR	CDS	1410722	1412629	+	-	-683174	+	
5180	CR	CDS	1245169	1245852	-	-	-848044	+	
5182	CR	CDS	1412741	1413568	+	-	-681155	+	
5184	CR	CDS	1245852	1246517	-	-	-847379	+	
5186	CR	CDS	1413606	1414943	+	-	-680290	+	
5188	CR	CDS	1246521	1247240	-	+	-846656	+	
5190	CR	CDS	1415002	1415496	+	-	-678894	+	
5192	CR	CDS	1247258	1247989	-	+	-845907	+	
5194	CR	CDS	1415698	1416087	+	-	-678198	+	
5196	CR	CDS	1416165	1417490	-	-	-676406	+	
5198	CR	CDS	1248116	1248700	-	-	-845196	+	
5200	CR	CDS	1417617	1418228	-	-	-675668	+	
5202	CR	ND	1248907	1249712	+	-	-844989	+	
5204	CR	CDS	1418131	1418847	-	-	-675049	+	
5206	CR	CDS	1249741	1250724	-	+	-843172	+	
5208	CR	CDS	1418744	1420123	+	-	-675152	+	
5210	CR	CDS	1250727	1251719	-	+	-842177	+	
5212	CR	CDS	1420204	1421343	-	-	-672553	+	
5214	CR	CDS	1251729	1252616	-	-	-841280	+	
5216	CR	CDS	1421416	1422159	-	-	-671737	+	
5218	CR	CDS	1252631	1253602	-	-	-840294	+	
5220	CR	CDS	1422185	1423045	-	-	-670851	+	
5222	CR	CDS	1253722	1255905	-	+	-837991	+	
5224	CR	CDS	1423029	1424177	-	-	-669719	+	
5226	CR	CDS	1256516	1257151	-	-	-836745	+	
5228	CR	CDS	1424443	1425681	+	+	-669453	+	
5230	CR	CDS	1257152	1257577	-	-	-836319	+	
5232	CR	CDS	1257667	1258257	-	-	-835639	+	
5234	CR	CDS	1426245	1426727	-	-	-667169	+	
5236	CR	CDS	1427001	1427879	+	+	-666895	+	
5238	CR	CDS	1258413	1258556	+	-	-835483	+	
5240	CR	CDS	1427922	1428887	-	-	-665009	+	
5242	CR	CDS	1258603	1259634	-	-	-834262	+	
5244	CR	CDS	1428884	1430398	-	-	-663498	+	
5246	CR	CDS	1260108	1261001	+	+	-833788	+	
5248	CR	CDS	1430514	1431989	+	-	-663382	+	
5250	CR	CDS	1260994	1262085	+	-	-832902	+	
5252	CR	CDS	1432409	1434082	+	+	-661487	+	
5254	CR	CDS	1262121	1263290	+	-	-831775	+	
5256	CR	CDS	1434148	1434612	+	-	-659748	+	
5258	CR	CDS	1263290	1264171	+	-	-830606	+	
5260	CR	CDS	1434674	1436773	+	+	-659222	+	
5262	CR	CDS	1264292	1264915	+	-	-829604	+	
5264	CR	CDS	1436783	1438975	+	+	-657113	+	
5266	CR	CDS	1264963	1266036	+	-	-828933	+	
5268	CR	CDS	1439071	1441050	+	-	-654825	+	
5270	CR	CDS	1266047	1267018	+	-	-827849	+	
5272	CR	CDS	1441040	1442374	+	-	-652856	+	
5274	CR	CDS	1267077	1268021	-	-	-825875	+	
5276	CR	CDS	1442482	1443912	+	-	-651414	+	
5278	CR	CDS	1268132	1268656	+	-	-825764	+	
5280	CR	CDS	1444158	1446623	+	-	-649738	+	
5282	CR	CDS	1268731	1270866	-	-	-823030	+	
5284	CR	CDS	1446885	1448423	+	-	-647011	+	
5286	CR	CDS	1270934	1272139	-	-	-821757	+	
5288	CR	CDS	1448434	1449858	+	-	-645462	+	
5290	CR	CDS	1272354	1272797	+	-	-821542	+	
5292	CR	CDS	1449976	1450842	-	-	-643054	+	
5294	CR	CDS	1272884	1273375	+	-	-821012	+	
5296	CR	CDS	1450938	1453544	+	+	-642958	+	
5298	CR	CDS	1273386	1274903	+	-	-820510	+	
5300	CR	CDS	1453620	1454204	-	+	-639692	+	
5302	CR	CDS	1274958	1275848	-	-	-818048	+	
5304	CR	CDS	1454489	1456420	+	+	-639407	+	
5306	CR	CDS	1275848	1276303	-	-	-817593	+	
5308	CR	CDS	1456539	1459319	-	-	-634577	+	
5310	CR	CDS	1276510	1277445	+	+	-817386	+	
5312	CR	CDS	1459423	1461942	-	-	-631954	+	
5314	CR	CDS	1277530	1279038	-	-	-814858	+	
5316	CR	CDS	1461986	1462195	-	-	-631701	+	
5318	CR	ND	1279189	1280287	-	-	-813609	+	
5320	CR	CDS	1462303	1462632	-	-	-631264	+	
5322	CR	CDS	1280420	1281109	+	+	-813476	+	
5324	CR	CDS	1462634	1463575	-	-	-630321	+	
5326	CR	CDS	1281398	1283125	+	-	-812498	+	
5328	CR	CDS	1463725	1465059	+	-	-630171	+	
5330	CR	CDS	1283130	1283825	+	-	-810766	+	
5332	CR	CDS	1465106	1465837	+	+	-628790	+	
5334	CR	CDS	1283822	1284511	+	-	-810074	+	
5336	CR	CDS	1465837	1470369	+	+	-628059	+	
5338	CR	CDS	1284588	1287329	-	-	-806567	+	
5340	CR	CDS	1470440	1471348	+	-	-623456	+	
5342	CR	CDS	1287584	1289182	-	-	-804714	+	
5344	CR	CDS	1471351	1472226	+	-	-622545	+	
5346	CR	CDS	1289456	1290157	+	+	-804440	+	
5348	CR	CDS	1472239	1473660	+	-	-621657	+	
5350	CR	CDS	1290233	1291882	+	+	-803663	+	
5352	CR	CDS	1474351	1475628	-	-	-618268	+	
5354	CR	CDS	1292005	1292289	+	-	-801891	+	
5356	CR	CDS	1475625	1476320	-	-	-617576	+	
5358	CR	CDS	1292364	1292657	+	-	-801532	+	
5360	CR	ND	1476415	1477183	-	-	-616713	+	
5362	CR	CDS	1292657	1293847	+	-	-801239	+	
5364	CR	CDS	1477193	1478041	-	-	-615855	+	
5366	CR	CDS	1293871	1294563	+	-	-800025	+	
5368	CR	CDS	1478043	1478990	-	-	-614906	+	
5370	CR	CDS	1294570	1294890	+	-	-799326	+	
5372	CR	CDS	1479081	1480084	-	-	-613812	+	
5374	CR	CDS	1294919	1295614	-	-	-798282	+	
5376	CR	CDS	1480541	1481089	+	-	-613355	+	
5378	CR	CDS	1295680	1296924	-	-	-796972	+	
5380	CR	CDS	1481105	1481602	+	-	-612791	+	
5382	CR	CDS	1297029	1297655	-	-	-796241	+	
5384	CR	CDS	1481976	1482422	+	-	-611920	+	
5386	CR	CDS	1297779	1299845	-	-	-794051	+	
5388	CR	CDS	1482528	1484084	+	-	-611368	+	
5390	CR	CDS	1299857	1300399	-	+	-793497	+	
5392	CR	CDS	1484097	1484678	+	+	-609799	+	
5394	CR	CDS	1300547	1301983	-	+	-791913	+	
5396	CR	CDS	1484727	1485113	+	-	-609169	+	
5398	CR	CDS	1302097	1303800	-	+	-790096	+	
5400	CR	CDS	1485166	1486167	+	+	-608730	+	
5402	CR	CDS	1303863	1306523	-	-	-787373	+	
5404	CR	CDS	1486204	1487637	+	-	-607692	+	
5406	CR	CDS	1306823	1307281	+	+	-787073	+	
5408	CR	ND	1487697	1487971	+	-	-606199	+	
5410	CR	CDS	1307437	1307904	-	-	-785992	+	
5412	CR	CDS	1488005	1490869	-	+	-603027	+	
5414	CR	CDS	1307775	1308878	-	-	-785018	+	
5416	CR	CDS	1490870	1491799	-	-	-602097	+	
5418	CR	CDS	1309144	1311051	+	-	-784752	+	
5420	CR	CDS	1491780	1492682	-	-	-601214	+	
5422	CR	CDS	1311102	1312286	+	-	-782794	+	
5424	CR	CDS	1492630	1493001	-	-	-600895	+	
5426	CR	CDS	1312365	1313618	-	-	-780278	+	
5428	CR	CDS	1493223	1493621	-	-	-600275	+	
5430	CR	CDS	1313639	1314301	-	-	-779595	+	
5432	CR	CDS	1493866	1494300	-	+	-599596	+	
5434	CR	CDS	1314399	1315199	+	-	-779497	+	
5436	CR	CDS	1494535	1495929	+	+	-599361	+	
5438	CR	CDS	1315231	1316427	-	+	-777469	+	
5440	CR	CDS	1496057	1496665	+	-	-597839	+	
5442	CR	CDS	1316429	1317127	-	+	-776769	+	
5444	CR	CDS	1496764	1497588	-	-	-596308	+	
5446	CR	CDS	1317218	1317838	-	-	-776058	+	
5448	CR	CDS	1497588	1498607	-	-	-595289	+	
5450	CR	CDS	1318036	1320306	+	-	-775860	+	
5452	CR	CDS	1498837	1499139	-	-	-594757	+	
5454	CR	CDS	1320516	1322459	+	-	-773380	+	
5456	CR	CDS	1499076	1499624	-	+	-594272	+	
5458	CR	CDS	1322490	1324529	-	+	-769367	+	
5460	CR	CDS	1500122	1501222	-	-	-592674	+	
5462	CR	tRNA	1324965	1325040	+	-	-768931	+	
5464	CR	CDS	1501283	1501639	-	-	-592257	+	
5466	CR	CDS	1325143	1326111	-	-	-767785	+	
5468	CR	CDS	1502127	1503470	-	-	-590426	+	
5470	CR	CDS	1326114	1326734	-	-	-767162	+	
5472	CR	CDS	1503394	1504704	-	-	-589192	+	
5474	CR	CDS	1327059	1327364	+	-	-766837	+	
5476	CR	CDS	1504706	1505890	-	-	-588006	+	
5478	CR	CDS	1327375	1327698	+	-	-766521	+	
5480	CR	CDS	1506035	1506550	-	-	-587346	+	
5482	CR	CDS	1327861	1329531	+	-	-766035	+	
5484	CR	CDS	1506560	1507081	-	-	-586815	+	
5486	CR	CDS	1329551	1329934	+	-	-764345	+	
5488	CR	CDS	1507209	1507490	-	-	-586406	+	
5490	CR	CDS	1329939	1331000	+	-	-763957	+	
5492	CR	CDS	1507402	1507677	-	-	-586219	+	
5494	CR	CDS	1331223	1331447	+	-	-762673	+	
5496	CR	CDS	1507670	1508272	-	-	-585624	+	
5498	CR	CDS	1331444	1331908	+	-	-762452	+	
5500	CR	CDS	1508241	1508597	-	-	-585299	+	
5502	CR	CDS	1332180	1335620	+	+	-761716	+	
5504	CR	CDS	1509035	1509601	-	-	-584295	+	
5506	CR	CDS	1335673	1337073	-	-	-756823	+	
5508	CR	CDS	1509962	1510261	+	-	-583934	+	
5510	CR	CDS	1337267	1338157	+	+	-756629	+	
5512	CR	CDS	1510258	1510551	+	-	-583638	+	
5514	CR	CDS	1338150	1339463	+	-	-755746	+	
5516	CR	CDS	1511013	1511588	+	-	-582883	+	
5518	CR	CDS	1339751	1340431	-	-	-753465	+	
5520	CR	CDS	1511874	1512158	+	-	-582022	+	
5522	CR	CDS	1340589	1341665	+	-	-753307	+	
5524	CR	CDS	1512159	1513073	-	-	-580823	+	
5526	CR	CDS	1341719	1344361	-	-	-749535	+	
5528	CR	tRNA	1513211	1513296	-	-	-580600	+	
5530	CR	CDS	1344944	1346707	-	-	-747189	+	
5532	CR	CDS	1513585	1514358	+	-	-580311	+	
5534	CR	CDS	1346844	1347230	-	-	-746666	+	
5536	CR	CDS	1514479	1515408	+	-	-579417	+	
5538	CR	CDS	1347455	1347634	+	-	-746441	+	
5540	CR	CDS	1515608	1516444	+	-	-578288	+	
5542	CR	CDS	1347628	1347744	+	-	-746268	+	
5544	CR	CDS	1516529	1517167	-	+	-576729	+	
5546	CR	ND	1347741	1348478	+	-	-746155	+	
5548	CR	CDS	1517222	1518256	-	-	-575640	+	
5550	CR	CDS	1348468	1349259	+	-	-745428	+	
5552	CR	CDS	1518436	1519194	+	-	-575460	+	
5554	CR	CDS	1349256	1350062	+	-	-744640	+	
5556	CR	CDS	1519211	1520404	+	+	-574685	+	
5558	CR	CDS	1350114	1350830	+	-	-743782	+	
5560	CR	CDS	1520404	1521210	+	+	-573492	+	
5562	CR	CDS	1350886	1351746	-	+	-742150	+	
5564	CR	CDS	1521348	1522301	-	+	-571595	+	
5566	CR	CDS	1351859	1353907	-	+	-739989	+	
5568	CR	CDS	1522360	1522836	+	-	-571536	+	
5570	CR	CDS	1354058	1355170	+	-	-739838	+	
5572	CR	CDS	1522993	1523211	-	-	-570685	+	
5574	CR	CDS	1355217	1355879	-	-	-738017	+	
5576	CR	CDS	1523361	1523519	-	-	-570377	+	
5578	CR	CDS	1355984	1356670	+	-	-737912	+	
5580	CR	CDS	1523684	1524232	-	-	-569664	+	
5582	CR	ND	1356988	1357482	+	-	-736908	+	
5584	CR	CDS	1524226	1524546	-	-	-569350	+	
5586	CR	tmRNA	1357566	1357931	-	-	-735965	+	
5588	CR	ND	1524561	1526019	-	-	-567877	+	
5590	CR	tRNA	1358358	1358434	+	-	-735538	+	
5592	CR	CDS	1526179	1526433	+	-	-567717	+	
5594	CR	CDS	1358656	1359111	+	-	-735240	+	
5596	CR	CDS	1526433	1527320	+	+	-567463	+	
5598	CR	CDS	1359128	1360615	+	-	-734768	+	
5600	CR	CDS	1527362	1529239	+	+	-566534	+	
5602	CR	CDS	1360627	1363116	+	-	-733269	+	
5604	CR	CDS	1529275	1529727	-	+	-564169	+	
5606	CR	CDS	1363195	1366362	-	+	-727534	+	
5608	CR	CDS	1529727	1530365	-	-	-563531	+	
5610	CR	CDS	1366454	1367833	-	-	-726063	+	
5612	CR	CDS	1530546	1530938	-	+	-562958	+	
5614	CR	CDS	1367826	1369556	-	+	-724340	+	
5616	CR	CDS	1530955	1531383	-	+	-562513	+	
5618	CR	CDS	1369672	1370058	+	-	-724224	+	
5620	CR	CDS	1531847	1532725	+	-	-562049	+	
5622	CR	CDS	1370058	1370996	+	+	-723838	+	
5624	CR	CDS	1532814	1533542	-	-	-560354	+	
5626	CR	CDS	1371056	1372189	+	-	-722840	+	
5628	CR	CDS	1533645	1533968	-	-	-559928	+	
5630	CR	CDS	1372222	1373061	-	+	-720835	+	
5632	CR	CDS	1533972	1534628	-	-	-559268	+	
5634	CR	CDS	1373188	1373973	-	-	-719923	+	
5636	CR	CDS	1534766	1535980	+	+	-559130	+	
5638	CR	CDS	1373964	1374344	-	-	-719552	+	
5640	CR	CDS	1535984	1536715	+	+	-557912	+	
5642	CR	CDS	1374341	1375534	-	-	-718362	+	
5644	CR	CDS	1536782	1537105	+	-	-557114	+	
5646	CR	CDS	1375488	1376003	-	-	-717893	+	
5648	CR	CDS	1537173	1537760	-	-	-556136	+	
5650	CR	CDS	1376139	1376561	+	-	-717757	+	
5652	CR	CDS	1537998	1538468	-	+	-555428	+	
5654	CR	CDS	1376580	1377275	+	-	-717316	+	
5656	CR	CDS	1538510	1539151	-	-	-554745	+	
5658	CR	ND	1377368	1378752	+	-	-716528	+	
5660	CR	CDS	1539163	1540224	-	-	-553672	+	
5662	CR	CDS	1378846	1380789	+	-	-715050	+	
5664	CR	CDS	1540419	1540868	-	-	-553028	+	
5666	CR	CDS	1380817	1381506	-	-	-712390	+	
5668	CR	CDS	1540879	1541415	-	-	-552481	+	
5670	CR	CDS	1381582	1382985	-	-	-710911	+	
5672	CR	ND	1541571	1541953	+	-	-552325	+	
5674	CR	CDS	1383211	1383684	+	-	-710685	+	
5676	CR	CDS	1542231	1542776	-	-	-551120	+	
5678	CR	CDS	1383688	1384122	+	-	-710208	+	
5680	CR	ND	1542998	1543680	-	-	-550216	+	
5682	CR	CDS	1384139	1385176	+	-	-709757	+	
5684	CR	CDS	1544081	1545445	+	-	-549815	+	
5686	CR	CDS	1385173	1385664	+	+	-708723	+	
5688	CR	CDS	1545523	1545912	-	-	-547984	+	
5690	CR	CDS	1385661	1386293	+	-	-708235	+	
5692	CR	CDS	1546114	1546608	-	-	-547288	+	
5694	CR	CDS	1386310	1387122	+	+	-707586	+	
5696	CR	CDS	1546667	1548004	-	+	-545892	+	
5698	CR	CDS	1387117	1387365	-	-	-706531	+	
5700	CR	CDS	1548042	1548869	-	+	-545027	+	
5702	CR	CDS	1387390	1388151	+	-	-706506	+	
5704	CR	CDS	1548981	1550126	-	-	-543770	+	
5706	CR	CDS	1388300	1389289	+	+	-705596	+	
5708	CR	ND	1550264	1552466	+	-	-543632	+	
5710	CR	CDS	1389323	1391710	+	+	-704573	+	
5712	CR	CDS	1552525	1554294	+	-	-541371	+	
5714	CR	CDS	1391712	1392002	+	+	-702184	+	
5716	CR	CDS	1554432	1554701	-	+	-539195	+	
5718	CR	CDS	1392055	1392540	+	+	-701841	+	
5720	CR	CDS	1554685	1555032	-	-	-538864	+	
5722	CR	CDS	1392718	1393023	+	-	-701178	+	
5724	CR	CDS	1555042	1555803	-	-	-538093	+	
5726	CR	CDS	1393010	1393996	+	-	-700886	+	
5728	CR	CDS	1555796	1556809	-	-	-537087	+	
5730	CR	CDS	1394078	1394893	+	-	-699818	+	
5732	CR	CDS	1556796	1557851	-	-	-536045	+	
5734	CR	CDS	1395026	1395568	+	+	-698870	+	
5736	CR	CDS	1557919	1558764	-	-	-535132	+	
5738	CR	CDS	1395779	1395976	+	+	-698117	+	
5740	CR	CDS	1558774	1559373	-	-	-534523	+	
5742	CR	CDS	1396043	1396396	+	+	-697853	+	
