orgName= Escherichia coli str. K-12 substr. MG1655

LOCUS= NC_000913, GenomeSeqLen= 4639675
364: egSP =3442482, nSpacer =2, upstream =1
364: egSP =3442482, nSpacer =50, downstream =25
365: egSP =3443462, nSpacer =50, upstream =25
365: egSP =3443462, nSpacer =13, downstream =6
366: egSP =3444924, nSpacer =13, upstream =7
orgName= Pseudomonas aeruginosa UCBPP-PA14

LOCUS= NC_008463, GenomeSeqLen= 6537648
1: egSP =10434, nSpacer =-1, downstream =0
2: egSP =12488, nSpacer =-1, upstream =-1
3: egSP =20090, nSpacer =53, downstream =26
4: egSP =21088, nSpacer =53, upstream =27
16: egSP =743709, nSpacer =-1, downstream =0
17: egSP =744140, nSpacer =-1, upstream =-1
21: egSP =761956, nSpacer =12, downstream =6
22: egSP =762244, nSpacer =12, upstream =6
22: egSP =762244, nSpacer =12, downstream =6
23: egSP =762589, nSpacer =12, upstream =6
23: egSP =762589, nSpacer =11, downstream =5
24: egSP =763287, nSpacer =11, upstream =6
24: egSP =763287, nSpacer =-1, downstream =0
25: egSP =763700, nSpacer =-1, upstream =-1
25: egSP =763700, nSpacer =2, downstream =1
26: egSP =763894, nSpacer =2, upstream =1
26: egSP =763894, nSpacer =23, downstream =11
27: egSP =764184, nSpacer =23, upstream =12
27: egSP =764184, nSpacer =12, downstream =6
28: egSP =764565, nSpacer =12, upstream =6
28: egSP =764565, nSpacer =19, downstream =9
29: egSP =764899, nSpacer =19, upstream =10
29: egSP =764899, nSpacer =13, downstream =6
30: egSP =765452, nSpacer =13, upstream =7
31: egSP =766351, nSpacer =10, downstream =5
32: egSP =766895, nSpacer =10, upstream =5
33: egSP =767752, nSpacer =3, downstream =1
34: egSP =767932, nSpacer =3, upstream =2
36: egSP =769971, nSpacer =18, downstream =9
37: egSP =770346, nSpacer =18, upstream =9
50: egSP =1255607, nSpacer =27, downstream =13
51: egSP =1256021, nSpacer =27, upstream =14
51: egSP =1256021, nSpacer =7, downstream =3
52: egSP =1256352, nSpacer =7, upstream =4
55: egSP =1361045, nSpacer =15, downstream =7
56: egSP =1361312, nSpacer =15, upstream =8
62: egSP =1467113, nSpacer =-4, downstream =-2
63: egSP =1467925, nSpacer =-4, upstream =-2
64: egSP =1474612, nSpacer =-4, downstream =-2
65: egSP =1475049, nSpacer =-4, upstream =-2
65: egSP =1475049, nSpacer =3, downstream =1
66: egSP =1475829, nSpacer =3, upstream =2
68: egSP =1483003, nSpacer =69, downstream =34
69: egSP =1484023, nSpacer =69, upstream =35
82: egSP =2222289, nSpacer =-8, downstream =-4
83: egSP =2223532, nSpacer =-8, upstream =-4
83: egSP =2223532, nSpacer =12, downstream =6
84: egSP =2224228, nSpacer =12, upstream =6
85: egSP =2230872, nSpacer =-1, downstream =0
86: egSP =2231636, nSpacer =-1, upstream =-1
86: egSP =2231636, nSpacer =-4, downstream =-2
87: egSP =2232097, nSpacer =-4, upstream =-2
92: egSP =2469754, nSpacer =23, downstream =11
93: egSP =2469972, nSpacer =23, upstream =12
94: egSP =2470426, nSpacer =97, upstream =49
108: egSP =3687635, nSpacer =57, downstream =28
109: egSP =3688547, nSpacer =57, upstream =29
109: egSP =3688547, nSpacer =9, downstream =4
110: egSP =3689939, nSpacer =9, upstream =5
114: egSP =3919522, nSpacer =11, downstream =5
115: egSP =3920241, nSpacer =11, upstream =6
115: egSP =3920241, nSpacer =3, downstream =1
116: egSP =3922017, nSpacer =3, upstream =2
116: egSP =3922017, nSpacer =-7, downstream =-3
117: egSP =3922379, nSpacer =-7, upstream =-4
125: egSP =4594188, nSpacer =-4, downstream =-2
126: egSP =4595483, nSpacer =-4, upstream =-2
126: egSP =4595483, nSpacer =2, downstream =1
127: egSP =4596529, nSpacer =2, upstream =1
131: egSP =5107191, nSpacer =-8, downstream =-4
132: egSP =5108626, nSpacer =-8, upstream =-4
132: egSP =5108626, nSpacer =-11, downstream =-5
133: egSP =5109689, nSpacer =-11, upstream =-6
134: egSP =5112248, nSpacer =-1, downstream =0
135: egSP =5113330, nSpacer =-1, upstream =-1
135: egSP =5113330, nSpacer =-8, downstream =-4
136: egSP =5114699, nSpacer =-8, upstream =-4
145: egSP =5378913, nSpacer =-8, downstream =-4
146: egSP =5379415, nSpacer =-8, upstream =-4
165: egSP =5883665, nSpacer =40, downstream =20
166: egSP =5885130, nSpacer =40, upstream =20
172: egSP =5977936, nSpacer =13, downstream =6
173: egSP =5978198, nSpacer =13, upstream =7
175: egSP =6192956, nSpacer =-4, downstream =-2
176: egSP =6193708, nSpacer =-4, upstream =-2
orgName= Francisella novicida U112

LOCUS= NC_008601, GenomeSeqLen= 1910031
1: egSP =1657, nSpacer =36, upstream =18
2: egSP =82047, nSpacer =2, downstream =1
3: egSP =82586, nSpacer =2, upstream =1
4: egSP =87394, nSpacer =-11, downstream =-5
5: egSP =87737, nSpacer =-11, upstream =-6
11: egSP =159214, nSpacer =-13, downstream =-6
12: egSP =159846, nSpacer =-13, upstream =-7
14: egSP =175050, nSpacer =-4, downstream =-2
15: egSP =175937, nSpacer =-4, upstream =-2
16: egSP =176722, nSpacer =43, downstream =21
17: egSP =178028, nSpacer =43, upstream =22
17: egSP =178028, nSpacer =25, downstream =12
18: egSP =179199, nSpacer =25, upstream =13
18: egSP =179199, nSpacer =13, downstream =6
19: egSP =180070, nSpacer =13, upstream =7
26: egSP =250191, nSpacer =21, downstream =10
27: egSP =250932, nSpacer =21, upstream =11
27: egSP =250932, nSpacer =3, downstream =1
28: egSP =251805, nSpacer =3, upstream =2
28: egSP =251805, nSpacer =28, downstream =14
29: egSP =252583, nSpacer =28, upstream =14
29: egSP =252583, nSpacer =32, downstream =16
30: egSP =253173, nSpacer =32, upstream =16
30: egSP =253173, nSpacer =13, downstream =6
31: egSP =253960, nSpacer =13, upstream =7
33: egSP =255945, nSpacer =38, downstream =19
34: egSP =256358, nSpacer =38, upstream =19
34: egSP =256358, nSpacer =14, downstream =7
35: egSP =256846, nSpacer =14, upstream =7
36: egSP =259402, nSpacer =32, downstream =16
37: egSP =260067, nSpacer =32, upstream =16
37: egSP =260067, nSpacer =-4, downstream =-2
38: egSP =260687, nSpacer =-4, upstream =-2
38: egSP =260687, nSpacer =21, downstream =10
39: egSP =261008, nSpacer =21, upstream =11
39: egSP =261008, nSpacer =14, downstream =7
40: egSP =261847, nSpacer =14, upstream =7
40: egSP =261847, nSpacer =15, downstream =7
41: egSP =262141, nSpacer =15, upstream =8
41: egSP =262141, nSpacer =14, downstream =7
42: egSP =262491, nSpacer =14, upstream =7
42: egSP =262491, nSpacer =-1, downstream =0
43: egSP =263162, nSpacer =-1, upstream =-1
43: egSP =263162, nSpacer =-1, downstream =0
44: egSP =263575, nSpacer =-1, upstream =-1
44: egSP =263575, nSpacer =12, downstream =6
45: egSP =263788, nSpacer =12, upstream =6
46: egSP =264131, nSpacer =91, upstream =46
46: egSP =264131, nSpacer =21, downstream =10
47: egSP =264521, nSpacer =21, upstream =11
47: egSP =264521, nSpacer =11, downstream =5
48: egSP =264850, nSpacer =11, upstream =6
48: egSP =264850, nSpacer =18, downstream =9
49: egSP =265408, nSpacer =18, upstream =9
49: egSP =265408, nSpacer =16, downstream =8
50: egSP =265730, nSpacer =16, upstream =8
50: egSP =265730, nSpacer =18, downstream =9
51: egSP =266147, nSpacer =18, upstream =9
51: egSP =266147, nSpacer =22, downstream =11
52: egSP =266706, nSpacer =22, upstream =11
52: egSP =266706, nSpacer =27, downstream =13
53: egSP =267087, nSpacer =27, upstream =14
53: egSP =267087, nSpacer =6, downstream =3
54: egSP =267594, nSpacer =6, upstream =3
54: egSP =267594, nSpacer =6, downstream =3
55: egSP =267786, nSpacer =6, upstream =3
55: egSP =267786, nSpacer =10, downstream =5
56: egSP =268228, nSpacer =10, upstream =5
56: egSP =268228, nSpacer =23, downstream =11
57: egSP =269577, nSpacer =23, upstream =12
58: egSP =269807, nSpacer =38, downstream =19
59: egSP =270202, nSpacer =38, upstream =19
59: egSP =270202, nSpacer =21, downstream =10
60: egSP =270613, nSpacer =21, upstream =11
60: egSP =270613, nSpacer =57, downstream =28
61: egSP =271291, nSpacer =57, upstream =29
61: egSP =271291, nSpacer =44, downstream =22
62: egSP =272307, nSpacer =44, upstream =22
74: egSP =356574, nSpacer =15, downstream =7
75: egSP =357297, nSpacer =15, upstream =8
78: egSP =437235, nSpacer =-14, downstream =-7
79: egSP =437707, nSpacer =-14, upstream =-7
80: egSP =440607, nSpacer =92, upstream =46
81: egSP =448359, nSpacer =7, downstream =3
82: egSP =449671, nSpacer =7, upstream =4
87: egSP =489846, nSpacer =20, downstream =10
88: egSP =491234, nSpacer =20, upstream =10
97: egSP =566474, nSpacer =-1, downstream =0
98: egSP =567571, nSpacer =-1, upstream =-1
103: egSP =588812, nSpacer =4, downstream =2
104: egSP =589254, nSpacer =4, upstream =2
105: egSP =589801, nSpacer =64, upstream =32
111: egSP =684751, nSpacer =14, downstream =7
112: egSP =686046, nSpacer =14, upstream =7
115: egSP =719301, nSpacer =30, downstream =15
116: egSP =719646, nSpacer =30, upstream =15
132: egSP =906217, nSpacer =38, downstream =19
133: egSP =907701, nSpacer =38, upstream =19
133: egSP =907701, nSpacer =12, downstream =6
134: egSP =908463, nSpacer =12, upstream =6
136: egSP =936926, nSpacer =19, downstream =9
137: egSP =939318, nSpacer =19, upstream =10
138: egSP =950933, nSpacer =81, downstream =40
139: egSP =952862, nSpacer =81, upstream =41
143: egSP =970677, nSpacer =24, downstream =12
144: egSP =972435, nSpacer =24, upstream =12
147: egSP =1007467, nSpacer =15, downstream =7
148: egSP =1007701, nSpacer =15, upstream =8
150: egSP =1010967, nSpacer =-14, downstream =-7
151: egSP =1012006, nSpacer =-14, upstream =-7
158: egSP =1066470, nSpacer =99, downstream =49
159: egSP =1066860, nSpacer =99, upstream =50
164: egSP =1155078, nSpacer =18, downstream =9
165: egSP =1156041, nSpacer =18, upstream =9
165: egSP =1156041, nSpacer =56, downstream =28
166: egSP =1158035, nSpacer =56, upstream =28
175: egSP =1262402, nSpacer =35, downstream =17
176: egSP =1262794, nSpacer =35, upstream =18
176: egSP =1262794, nSpacer =42, downstream =21
177: egSP =1263034, nSpacer =42, upstream =21
177: egSP =1263034, nSpacer =6, downstream =3
178: egSP =1263577, nSpacer =6, upstream =3
181: egSP =1304034, nSpacer =-11, downstream =-5
182: egSP =1305259, nSpacer =-11, upstream =-6
183: egSP =1312113, nSpacer =14, downstream =7
184: egSP =1314785, nSpacer =14, upstream =7
184: egSP =1314785, nSpacer =-16, downstream =-8
185: egSP =1315576, nSpacer =-16, upstream =-8
185: egSP =1315576, nSpacer =11, downstream =5
186: egSP =1316412, nSpacer =11, upstream =6
189: egSP =1361389, nSpacer =15, downstream =7
190: egSP =1361833, nSpacer =15, upstream =8
193: egSP =1415186, nSpacer =98, downstream =49
194: egSP =1415467, nSpacer =98, upstream =49
194: egSP =1415467, nSpacer =96, downstream =48
195: egSP =1416610, nSpacer =96, upstream =48
195: egSP =1416610, nSpacer =47, downstream =23
196: egSP =1417629, nSpacer =47, upstream =24
196: egSP =1417629, nSpacer =13, downstream =6
197: egSP =1418563, nSpacer =13, upstream =7
198: egSP =1419403, nSpacer =96, upstream =48
198: egSP =1419403, nSpacer =79, downstream =39
199: egSP =1419767, nSpacer =79, upstream =40
201: egSP =1453011, nSpacer =0, downstream =0
202: egSP =1453761, nSpacer =0, upstream =0
208: egSP =1564221, nSpacer =-1, downstream =0
209: egSP =1565363, nSpacer =-1, upstream =-1
209: egSP =1565363, nSpacer =2, downstream =1
210: egSP =1566145, nSpacer =2, upstream =1
210: egSP =1566145, nSpacer =14, downstream =7
211: egSP =1566651, nSpacer =14, upstream =7
211: egSP =1566651, nSpacer =18, downstream =9
212: egSP =1567683, nSpacer =18, upstream =9
213: egSP =1570706, nSpacer =5, downstream =2
214: egSP =1571869, nSpacer =5, upstream =3
218: egSP =1636881, nSpacer =37, downstream =18
219: egSP =1638553, nSpacer =37, upstream =19
220: egSP =1642239, nSpacer =0, downstream =0
221: egSP =1643325, nSpacer =0, upstream =0
224: egSP =1658454, nSpacer =43, downstream =21
225: egSP =1659007, nSpacer =43, upstream =22
229: egSP =1672094, nSpacer =62, downstream =31
230: egSP =1672534, nSpacer =62, upstream =31
231: egSP =1673222, nSpacer =2, downstream =1
232: egSP =1673920, nSpacer =2, upstream =1
233: egSP =1674423, nSpacer =68, upstream =34
233: egSP =1674423, nSpacer =15, downstream =7
234: egSP =1674972, nSpacer =15, upstream =8
235: egSP =1695187, nSpacer =32, downstream =16
236: egSP =1696215, nSpacer =32, upstream =16
240: egSP =1741302, nSpacer =2, downstream =1
241: egSP =1742066, nSpacer =2, upstream =1
242: egSP =1743975, nSpacer =25, downstream =12
243: egSP =1745470, nSpacer =25, upstream =13
244: egSP =1749032, nSpacer =12, downstream =6
245: egSP =1750838, nSpacer =12, upstream =6
247: egSP =1760157, nSpacer =9, downstream =4
248: egSP =1761543, nSpacer =9, upstream =5
248: egSP =1761543, nSpacer =14, downstream =7
249: egSP =1762454, nSpacer =14, upstream =7
250: egSP =1764558, nSpacer =45, downstream =22
251: egSP =1765074, nSpacer =45, upstream =23
251: egSP =1765074, nSpacer =50, downstream =25
252: egSP =1765430, nSpacer =50, upstream =25
253: egSP =1771385, nSpacer =7, downstream =3
254: egSP =1772658, nSpacer =7, upstream =4
254: egSP =1772658, nSpacer =2, downstream =1
255: egSP =1773092, nSpacer =2, upstream =1
255: egSP =1773092, nSpacer =38, downstream =19
256: egSP =1775671, nSpacer =38, upstream =19
258: egSP =1782171, nSpacer =25, downstream =12
259: egSP =1783786, nSpacer =25, upstream =13
259: egSP =1783786, nSpacer =9, downstream =4
260: egSP =1785805, nSpacer =9, upstream =5
260: egSP =1785805, nSpacer =-8, downstream =-4
261: egSP =1786115, nSpacer =-8, upstream =-4
261: egSP =1786115, nSpacer =4, downstream =2
262: egSP =1786725, nSpacer =4, upstream =2
262: egSP =1786725, nSpacer =13, downstream =6
263: egSP =1787227, nSpacer =13, upstream =7
263: egSP =1787227, nSpacer =1, downstream =0
264: egSP =1788239, nSpacer =1, upstream =1
264: egSP =1788239, nSpacer =17, downstream =8
265: egSP =1790623, nSpacer =17, upstream =9
265: egSP =1790623, nSpacer =6, downstream =3
266: egSP =1791904, nSpacer =6, upstream =3
266: egSP =1791904, nSpacer =9, downstream =4
267: egSP =1792402, nSpacer =9, upstream =5
267: egSP =1792402, nSpacer =21, downstream =10
268: egSP =1793677, nSpacer =21, upstream =11
268: egSP =1793677, nSpacer =2, downstream =1
269: egSP =1794324, nSpacer =2, upstream =1
269: egSP =1794324, nSpacer =-10, downstream =-5
270: egSP =1794791, nSpacer =-10, upstream =-5
271: egSP =1805307, nSpacer =2, downstream =1
272: egSP =1806731, nSpacer =2, upstream =1
272: egSP =1806731, nSpacer =8, downstream =4
273: egSP =1808185, nSpacer =8, upstream =4
orgName= Haemophilus influenzae Rd KW20

LOCUS= NC_000907, GenomeSeqLen= 1830138
1: egSP =10467, nSpacer =38, downstream =19
2: egSP =11414, nSpacer =38, upstream =19
3: egSP =14328, nSpacer =1, downstream =0
4: egSP =15013, nSpacer =1, upstream =1
6: egSP =24267, nSpacer =14, downstream =7
7: egSP =25784, nSpacer =14, upstream =7
10: egSP =41280, nSpacer =-1, downstream =0
11: egSP =42335, nSpacer =-1, upstream =-1
16: egSP =70214, nSpacer =7, downstream =3
17: egSP =72111, nSpacer =7, upstream =4
19: egSP =89182, nSpacer =12, downstream =6
20: egSP =90190, nSpacer =12, upstream =6
23: egSP =105476, nSpacer =1, downstream =0
24: egSP =106914, nSpacer =1, upstream =1
29: egSP =142163, nSpacer =43, downstream =21
30: egSP =143193, nSpacer =43, upstream =22
36: egSP =171416, nSpacer =16, downstream =8
37: egSP =172161, nSpacer =16, upstream =8
45: egSP =206691, nSpacer =2, downstream =1
46: egSP =207287, nSpacer =2, upstream =1
51: egSP =222200, nSpacer =19, downstream =9
52: egSP =222762, nSpacer =19, upstream =10
52: egSP =222762, nSpacer =1, downstream =0
53: egSP =223852, nSpacer =1, upstream =1
54: egSP =225814, nSpacer =68, downstream =34
55: egSP =226608, nSpacer =68, upstream =34
63: egSP =316654, nSpacer =15, downstream =7
64: egSP =318376, nSpacer =15, upstream =8
68: egSP =372967, nSpacer =-1, downstream =0
69: egSP =373806, nSpacer =-1, upstream =-1
77: egSP =438550, nSpacer =10, downstream =5
78: egSP =439370, nSpacer =10, upstream =5
79: egSP =458314, nSpacer =-4, downstream =-2
80: egSP =458724, nSpacer =-4, upstream =-2
80: egSP =458724, nSpacer =-4, downstream =-2
81: egSP =459242, nSpacer =-4, upstream =-2
81: egSP =459242, nSpacer =0, downstream =0
82: egSP =459749, nSpacer =0, upstream =0
85: egSP =486503, nSpacer =29, downstream =14
86: egSP =487192, nSpacer =29, upstream =15
96: egSP =554392, nSpacer =69, downstream =34
97: egSP =556243, nSpacer =69, upstream =35
106: egSP =588147, nSpacer =95, downstream =47
107: egSP =590531, nSpacer =95, upstream =48
109: egSP =597746, nSpacer =83, downstream =41
110: egSP =599932, nSpacer =83, upstream =42
113: egSP =633161, nSpacer =73, downstream =36
114: egSP =635766, nSpacer =73, upstream =37
114: egSP =635766, nSpacer =11, downstream =5
115: egSP =636785, nSpacer =11, upstream =6
116: egSP =643894, nSpacer =72, downstream =36
117: egSP =645379, nSpacer =72, upstream =36
120: egSP =689231, nSpacer =54, downstream =27
121: egSP =690227, nSpacer =54, upstream =27
123: egSP =695590, nSpacer =-4, downstream =-2
124: egSP =696057, nSpacer =-4, upstream =-2
125: egSP =698164, nSpacer =-4, downstream =-2
126: egSP =698718, nSpacer =-4, upstream =-2
131: egSP =720263, nSpacer =82, downstream =41
132: egSP =721137, nSpacer =82, upstream =41
134: egSP =726800, nSpacer =-11, downstream =-5
135: egSP =728088, nSpacer =-11, upstream =-6
139: egSP =765122, nSpacer =1, downstream =0
140: egSP =765444, nSpacer =1, upstream =1
144: egSP =780315, nSpacer =1, downstream =0
145: egSP =780622, nSpacer =1, upstream =1
146: egSP =782566, nSpacer =84, upstream =42
152: egSP =821450, nSpacer =77, downstream =38
153: egSP =822211, nSpacer =77, upstream =39
155: egSP =830534, nSpacer =18, downstream =9
156: egSP =831797, nSpacer =18, upstream =9
156: egSP =831797, nSpacer =9, downstream =4
157: egSP =832463, nSpacer =9, upstream =5
158: egSP =834686, nSpacer =-4, downstream =-2
159: egSP =836026, nSpacer =-4, upstream =-2
160: egSP =840319, nSpacer =17, downstream =8
161: egSP =840636, nSpacer =17, upstream =9
161: egSP =840636, nSpacer =25, downstream =12
162: egSP =841483, nSpacer =25, upstream =13
162: egSP =841483, nSpacer =11, downstream =5
163: egSP =841770, nSpacer =11, upstream =6
163: egSP =841770, nSpacer =17, downstream =8
164: egSP =842120, nSpacer =17, upstream =9
164: egSP =842120, nSpacer =13, downstream =6
165: egSP =842841, nSpacer =13, upstream =7
165: egSP =842841, nSpacer =-1, downstream =0
166: egSP =843251, nSpacer =-1, upstream =-1
166: egSP =843251, nSpacer =-1, downstream =0
167: egSP =843442, nSpacer =-1, upstream =-1
168: egSP =844976, nSpacer =10, downstream =5
169: egSP =845358, nSpacer =10, upstream =5
170: egSP =845798, nSpacer =11, downstream =5
171: egSP =846238, nSpacer =11, upstream =6
171: egSP =846238, nSpacer =36, downstream =18
172: egSP =846580, nSpacer =36, upstream =18
172: egSP =846580, nSpacer =15, downstream =7
173: egSP =846988, nSpacer =15, upstream =8
173: egSP =846988, nSpacer =13, downstream =6
174: egSP =847535, nSpacer =13, upstream =7
174: egSP =847535, nSpacer =14, downstream =7
